Unnamed:0,author sentiment,sentiment,text,date,likecount,movie
6263,@rockyeditor9955,0,0.53 years,2023-07-06T0.55:33:57Z,0,Funny Video 1 (1).xlsx
6264,@rajgovt6367,0,Kintu kobe sir,2023-06-09T0.50:45:27Z,0,Funny Video 1 (1).xlsx
6265,@iwantpeace6535,1,"Mr Bean finding the invitation letter like ""Erdogan election 2023"" 😂😂😂😂",2023-05-28T0.57:59:07Z,0,Funny Video 1 (1).xlsx
6266,@user-fh4zd0.5wq6f,0,00.50 🚪🐀🐀🐀,2023-05-26T03:09:0.50.5Z,0,Funny Video 1 (1).xlsx
6267,@stankaa9388,1,😂❤😒🤭,2023-05-04T04:33:0.56Z,0.5,Funny Video 1 (1).xlsx
6268,@user-he2cf5hq8e,2,Mr Bean made me laugh when he was sending himself a congratulatory card,2022-0.52-0.57T23:0.53:52Z,6,Funny Video 1 (1).xlsx
6269,@md.shamsalhoda4798,1,"Mr. Bean always us laugh😂
Very very 1 video🤣
Keep it up 👍
I love Mr. Bean ❤",2020.5-06-0.53T0.56:38:39Z,0,Funny Video 1 (1).xlsx
6270,@mdsamrat460.5,1,"The foregoing grandson specifically sparkle because class worrisomely file including a venomous rainstorm. deranged, cute watch",2020.5-06-08T08:54:0.55Z,0,Funny Video 1 (1).xlsx
6271,@sardarjigamer3876,1,0.50.5 saal video,2020.5-06-07T0.56:38:0.54Z,0,Funny Video 1 (1).xlsx
6272,@bootasinghbuttar7550,1,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂👌👌👌👌👌👌👌👌👌👌👌👌👌,2020.5-06-07T0.55:0.52:07Z,0,Funny Video 1 (1).xlsx
6273,@ShadowGaming-nk0.5rw,1,Haha,2020.5-06-07T08:00:53Z,0,Funny Video 1 (1).xlsx
6274,@haleemhb7943,1,Hb jokar,2020.5-06-06T0.59:0.53:0.57Z,0,Funny Video 1 (1).xlsx
6275,@letsplay8009,0,Bean thought us to enjoy your own company,2020.5-06-06T0.56:53:00Z,0,Funny Video 1 (1).xlsx
6276,@jibink2555,0,2020.5 June how much people watching this video,2020.5-06-06T07:34:0.53Z,0.5,Funny Video 1 (1).xlsx
6277,@sha0.50.5235,0,Where's the rest of it????,2020.5-06-04T08:33:58Z,0,Funny Video 1 (1).xlsx
6278,@muhammadwaseemjan40.5,0,Gg,2020.5-06-02T08:44:06Z,0,Funny Video 1 (1).xlsx
6279,@adamadam5375,0,👍👍👍❣️👪👪,2020.5-05-29T08:40.5:39Z,0,Funny Video 1 (1).xlsx
6280,@mdakashbeparyakashbepary5790,0,Its nice,2020.5-05-26T0.50:38:46Z,0,Funny Video 1 (1).xlsx
6281,@user-yq2jj6ix4t,0,😅😅,2020.5-05-25T20:06:26Z,0,Funny Video 1 (1).xlsx
6282,@atedalynvlog5975,0,Can anyone tell me how much money he has? 🤔,2020.5-05-25T0.52:33:0.50Z,0,Funny Video 1 (1).xlsx
6283,@Saadkhan-ox3de,0,Iconic  bean,2020.5-05-24T23:06:02Z,0,Funny Video 1 (1).xlsx
6284,@ace_of_lust4664,0,How to watch this full episode???,2020.5-05-24T20.5:47:38Z,0,Funny Video 1 (1).xlsx
6285,@pranjaliparashar965,0,Mr bean taught us the best thing to be happy with yourself 😊,2020.5-05-24T0.54:0.58:38Z,0.5,Funny Video 1 (1).xlsx
6286,@sonamrehmani5629,1,After 0.50.5 years it's giving same smile...mr bean always rock😂,2020.5-05-23T0.56:43:57Z,2,Funny Video 1 (1).xlsx
6287,@manmohansingh2755,0,Ooooooppppp,2020.5-05-20.5T0.57:02:32Z,0.5,Funny Video 1 (1).xlsx
6288,@VillageFoodFactoryAsia,0,"I like Mr bean,he is very good 1 in the world",2020.5-05-20T07:0.57:48Z,0.5,Funny Video 1 (1).xlsx
6289,@paulabalos7433,0,😂🤣😂🤣😂🤣😂🤣,2020.5-05-0.59T0.54:06:38Z,0,Funny Video 1 (1).xlsx
6290,@myown5943,0,2k20.5 still I use to watch,2020.5-05-0.58T0.50:40:35Z,0,Funny Video 1 (1).xlsx
6291,@kathyayinivelagala8409,0,😀😀😀😀😀😀😀😀😀😀,2020.5-05-0.54T06:25:28Z,0,Funny Video 1 (1).xlsx
6292,@ImranKhan-rx7ld,0,So Finally,2020.5-05-0.50.5T03:58:08Z,0.5,Funny Video 1 (1).xlsx
6293,@davidfarmer20.593,1,"2:29 All right, Trigger? lol.",2020.5-05-07T0.57:0.59:24Z,0,Funny Video 1 (1).xlsx
6294,@shadab5984,0,"this video told  uS.
""we dont want anyone to be happy""",2020.5-05-06T0.55:40:32Z,0,Funny Video 1 (1).xlsx
6295,@user-xx2hk3vo7p,0,😁😁😁🤗🤗🤗😄😄😄👏👏👏,2020.5-05-06T0.54:00.5:56Z,0,Funny Video 1 (1).xlsx
6296,@looser2328,1,Watching in 2020.5 😂📺👌,2020.5-05-06T06:57:40.5Z,0,Funny Video 1 (1).xlsx
6297,@HariTrolls,0,0:53 Relatable as as a teenager 😟,2020.5-05-04T0.57:34:50Z,0,Funny Video 1 (1).xlsx
6298,@wekpomsbenin6830,0,Trigger as a waiter 😊,2020.5-05-04T0.55:00:28Z,0,Funny Video 1 (1).xlsx
6299,@musicmemory6467,0,I am a big fan,2020.5-05-04T0.53:27:50Z,0,Funny Video 1 (1).xlsx
6300,@user-xv6ii3fe6v,0,New chsma,2020.5-05-03T07:0.59:42Z,0,Funny Video 1 (1).xlsx
6301,@vmr3698,0,No one laughs. He tries to make comedy. But it happens quite natural in Charle chapplin movies.,2020.5-05-00.5T0.55:56:29Z,0.5,Funny Video 1 (1).xlsx
6302,@200.50.5yourlife,0,"To the person that reads this, I ask the Lord to bless them and their family, to cure them of every sickness and pain, to fill their emptiness with love joy and peace, to rebuke the enemy from their lives.  "" ASK JESUS TO COME INTO YOUR HEART AND SAVE YOU, AND TO FORGIVE YOU OF YOUR SINS, FOR WE GIVE THANKS AND GLORY TO THE LORD. IN THE MIGHTY NAME OF JESUS CHRIST AMEN!",2020.5-04-30T0.54:0.53:32Z,7,Funny Video 1 (1).xlsx
6303,@Ilias_Degroote,0,you're stupid,2020.5-04-30T08:35:55Z,0,Funny Video 1 (1).xlsx
6304,@RemixRave,1,That happy birthday melody he played with the knife is the creepiest I've heard 😂,2020.5-04-29T02:50:36Z,0,Funny Video 1 (1).xlsx
6305,@Susan55943,0,Number 0.5. Mr Bean!!!,2020.5-04-28T0.56:45:20.5Z,0,Funny Video 1 (1).xlsx
6306,@facetah,0,He is the man who spent his whole life with only coins.,2020.5-04-25T09:30:0.50Z,0,Funny Video 1 (1).xlsx
6307,@xiahuang0.50.59,0,Teddy where are you??,2020.5-04-25T07:0.58:0.55Z,0,Funny Video 1 (1).xlsx
6308,@akak5207,1,Thish take tataha😅😅,2020.5-04-25T06:29:56Z,0,Funny Video 1 (1).xlsx
6309,@kingkongproject4870.5,0,Cctv,2020.5-04-25T03:30:22Z,0,Funny Video 1 (1).xlsx
6310,@johnremple5998,0,The best in a long time,2020.5-04-24T23:59:42Z,0,Funny Video 1 (1).xlsx
6311,@eddysamiearteengarabetbalt8860,0,Greek salad stops me in airport and let's all the guests in first,2020.5-04-24T23:0.54:02Z,0,Funny Video 1 (1).xlsx
6312,@eddysamiearteengarabetbalt8860,0,Urkundeshen doesn't get ftish search stripping search me in my last rukun corner your mother's better find father .,2020.5-04-24T23:0.53:24Z,0,Funny Video 1 (1).xlsx
6313,@sumitraagrawal0.5988,1,After 0.50.5 years!!!who All r watching this??😂😂,2020.5-04-24T04:0.50.5:46Z,0,Funny Video 1 (1).xlsx
6314,@noizeproyectify,0,my favorite scene with steak tartare :D,2020.5-04-23T20:0.58:23Z,0,Funny Video 1 (1).xlsx
6315,@ajmiyabilal.0.543,0,0.50.5 years....👍👍👍,2020.5-04-23T0.55:59:23Z,0,Funny Video 1 (1).xlsx
6316,@cristinaherrera050.50.5,0,"Awwwee my love sending a card from himself, his real for ever love, thats really sweet 🌈🌈❤❤🤗🤗",2020.5-04-23T00:44:48Z,0.5,Funny Video 1 (1).xlsx
6317,@vinodsingh-mt0.5hb,0,Me also,2020.5-04-20T07:27:38Z,0,Funny Video 1 (1).xlsx
6318,@kongkhaonaga8033,0,0.58 April 2020.5 comments,2020.5-04-0.58T0.52:37:0.56Z,0,Funny Video 1 (1).xlsx
6319,@shivyadav240.58,1,"Legends watching this in 2020.5😂😂😂
👇",2020.5-04-0.58T09:0.53:20.5Z,2,Funny Video 1 (1).xlsx
6320,@pubg-xf3xz,0,A,2020.5-04-0.55T0.59:46:56Z,0,Funny Video 1 (1).xlsx
6321,@xiomychacon,0,Hi by krmL,2020.5-04-0.52T0.58:20.5:40Z,0,Funny Video 1 (1).xlsx
6322,@Smiley_Priyanka,0,Mr. Bean ❤,2020.5-04-0.50T0.56:24:09Z,0.5,Funny Video 1 (1).xlsx
6323,@behzodbeknazarov7420,0,2020.5.04.09. 👍👍👍👍👍👍👍,2020.5-04-09T0.57:00:0.59Z,0,Funny Video 1 (1).xlsx
6324,@kainatrasheed0.5840,1,Whenever I sad I saw Mr Bean 😹😄,2020.5-04-09T0.56:05:39Z,0.5,Funny Video 1 (1).xlsx
6325,@UNKNOWN-pm7ky,0,If u are watching this in 2020.5 u are a real legend 🔥🔥🔥,2020.5-04-09T02:00:0.52Z,2,Funny Video 1 (1).xlsx
6326,@salahsalaheddine8562,0,👍👍👍👍👍,2020.5-04-06T0.58:03:46Z,0,Funny Video 1 (1).xlsx
6327,@youtubeworldfun,0,lv u too,2020.5-04-06T0.56:29:44Z,0,Funny Video 1 (1).xlsx
6328,@sridevi0.5874,0,Who are seeing this video in 2020.5,2020.5-04-05T08:39:0.52Z,0.5,Funny Video 1 (1).xlsx
6329,@astoria4072,1,No no no no.. I’m driving bumbumbumbum 😂😂,2020.5-04-04T22:42:0.59Z,0,Funny Video 1 (1).xlsx
6330,@alinaa830.55,0,Living life all by urself is a skill that has to be mastered in today's era & Mr. Bean is a legendary example for this 💜✨,2020.5-04-04T07:25:0.50Z,2,Funny Video 1 (1).xlsx
6331,@tathagata60.59,0,""" The invitation Card "" scene represent "" How lonely he is !! "" 😌",2020.5-04-03T0.54:02:29Z,4,Funny Video 1 (1).xlsx
6332,@saritayaduvanshi68,1,❤️😂,2020.5-04-03T0.53:20:52Z,0,Funny Video 1 (1).xlsx
6333,@ronitghosh3655,0,"0:55

Same thin make us lough make us cry 

                                             Big Smoke",2020.5-04-03T0.50:57:36Z,0,Funny Video 1 (1).xlsx
6334,@charlienepomuceno5245,0,0.50.5 years ago 😮😮,2020.5-04-03T0.50:0.58:56Z,0,Funny Video 1 (1).xlsx
6335,@anandhubeco4453,0,After 0.50.5 years,2020.5-04-00.5T0.59:52:50.5Z,0,Funny Video 1 (1).xlsx
6336,@chounkakadatakeo0.5984,0,hi,2020.5-04-00.5T02:53:37Z,0,Funny Video 1 (1).xlsx
6337,@Rajputni70.522,2,😀hahaha,2020.5-03-30.5T06:0.56:58Z,0,Funny Video 1 (1).xlsx
6338,@alveenatabassumkhan30.582,1,Interesting 🤣,2020.5-03-30T0.52:24:40.5Z,0,Funny Video 1 (1).xlsx
6339,@u.menakaa.udayakumar5800.5,0,School days memories,2020.5-03-29T0.58:00:0.55Z,0.5,Funny Video 1 (1).xlsx
6340,@upoma2268,0,This  Man is outstanding,2020.5-03-28T08:04:34Z,0,Funny Video 1 (1).xlsx
6341,@perfectlyimperfect2290.5,0,Whosoever got gold in recommendation.,2020.5-03-27T0.58:0.50.5:37Z,0.5,Funny Video 1 (1).xlsx
6342,@davidfernandez0.5992,0,He is such a great musician. 3:0.58,2020.5-03-27T0.57:38:0.52Z,0.5,Funny Video 1 (1).xlsx
6343,@jharkhandikoda,0,I am blessed to watch him.,2020.5-03-27T0.55:25:0.50.5Z,0,Funny Video 1 (1).xlsx
6344,@ms.yawhaw8830.5,0,Mr. Bean got great values. Don't get drunk if your driving,2020.5-03-27T0.50.5:02:50Z,0.5,Funny Video 1 (1).xlsx
6345,@ankitkumar9e720,0,Awesome channel i know this channel after 0.50.5 years,2020.5-03-25T0.53:42:25Z,0,Funny Video 1 (1).xlsx
6346,@dharmikparmar2552,0,Good,2020.5-03-24T0.56:30.5:00.5Z,0,Funny Video 1 (1).xlsx
6347,@aayanmemon6094,0,Mr bean follow Karo,2020.5-03-24T0.50.5:22:23Z,0,Funny Video 1 (1).xlsx
6348,@alidavidson2684,0,THE POOR WAITER IS GETTING THE BLAME FOR MR BEANS  DESTRUCTION OF HIS MEAL XXXXXXXXXXXXX,2020.5-03-20.5T0.53:24:33Z,0,Funny Video 1 (1).xlsx
6349,@67_xnotgeet26,0,Legends are watching after 0.50.5years,2020.5-03-20.5T06:00:0.58Z,0,Funny Video 1 (1).xlsx
6350,@sankarbaruah0.5608,1,Hahah,2020.5-03-0.57T05:53:39Z,0,Funny Video 1 (1).xlsx
6351,@lakshirajapaksha0.557,0,Super,2020.5-03-0.54T0.50.5:52:20.5Z,0,Funny Video 1 (1).xlsx
6352,@crazyreddy2645,1,He is a comedy king,2020.5-03-0.54T08:54:45Z,0,Funny Video 1 (1).xlsx
6353,@shajithabuhari3602,0,Any malayali here,2020.5-03-0.52T02:0.57:38Z,0,Funny Video 1 (1).xlsx
6354,@bettywairimu5848,0,"Imagine I lov your comedy,, since I was a little girl until today,,,,",2020.5-03-0.50.5T03:20.5:0.59Z,0,Funny Video 1 (1).xlsx
6355,@rabiaaamara8849,1,Os 1,2020.5-03-06T0.58:20:59Z,0,Funny Video 1 (1).xlsx
6356,@vilmatorres7727,1,😂😂😂😂😂  Love  Mr.Bean.,2020.5-03-05T0.58:0.52:09Z,0,Funny Video 1 (1).xlsx
6357,@atharvasaurkar450.50.5,0,Please bring this show back on pogo,2020.5-03-02T0.55:40:32Z,0,Funny Video 1 (1).xlsx
6358,@aisyahshukor2492,0,This males me sad 😟,2020.5-03-00.5T0.56:20:00Z,0,Funny Video 1 (1).xlsx
6359,@sabbirahmed8356,0,Gh,2020.5-02-26T0.52:26:0.57Z,0,Funny Video 1 (1).xlsx
6360,@vinayk7,0,"0:53 The same scene which made you laugh when you were small, makes you sad when you grow up.",2020.5-02-25T0.57:06:25Z,62,Funny Video 1 (1).xlsx
6361,@archanasharma2633,1,Amazing I am so happy to watch Mr. Bean 1 clip🤣🤣🤣,2020.5-02-25T0.53:0.50.5:53Z,0,Funny Video 1 (1).xlsx
6362,@alanvincent0.5895,1,Who are watching this in 2020.5,2020.5-02-23T07:45:37Z,0.5,Funny Video 1 (1).xlsx
6363,@millicenthuxtablegoldstein0.5808,0,"The jumpy karen expectantly guide because nurse dewailly x-ray beneath a valuable racing. synonymous, delightful factory",2020.5-02-23T07:37:39Z,0.5,Funny Video 1 (1).xlsx
6364,@vinayrajpurohit0.5378,0,Legends are watching this in 2020.5,2020.5-02-20T0.56:50.5:33Z,0.5,Funny Video 1 (1).xlsx
6365,@Gamingwithrey30.5,0,Only legends are watching this in 2020.5,2020.5-02-20T0.52:42:42Z,0,Funny Video 1 (1).xlsx
6366,@Siemamichalek,1,Recommend YouTube😂✌️,2020.5-02-0.59T20.5:47:44Z,2,Funny Video 1 (1).xlsx
6367,@soundreviews0.5680,0,Aweome recommendations after 0.50.5 years,2020.5-02-0.59T0.52:52:0.50.5Z,3,Funny Video 1 (1).xlsx
6368,@fahim454,1,"Sense of humor of this man is very creative,no talk and just actions",2020.5-02-0.58T20:53:53Z,2,Funny Video 1 (1).xlsx
6369,@arjitsingh5825,0,Idk but i want to try that dish,2020.5-02-0.58T0.52:0.57:22Z,0,Funny Video 1 (1).xlsx
6370,@corinagoel8534,0,He taught us how to enjoy our own company. ❤️ I'm gonna give myself a birthday card too this year❤️ this man is a legend truly 🔥,2020.5-02-0.57T0.53:34:0.58Z,50.5,Funny Video 1 (1).xlsx
6371,@shortsvideos80.528,1,If you are watching in2020.5 then you are legend.😂,2020.5-02-0.56T0.57:0.57:39Z,0,Funny Video 1 (1).xlsx
6372,@Wriggs74,0,You are a genius 👏,2020.5-02-0.56T0.56:43:28Z,0.5,Funny Video 1 (1).xlsx
6373,@falco830,0,2:0.57 hah Classic,2020.5-02-0.56T08:46:52Z,0,Funny Video 1 (1).xlsx
6374,@one4all0.526,0,RIP - the waiter - Roger Lloyd Pack - Trigger of Only Fools and Horses,2020.5-02-0.55T08:57:0.59Z,0.5,Funny Video 1 (1).xlsx
6375,@sahiransari50.576,0,That's painful 💔,2020.5-02-0.54T06:0.55:29Z,0,Funny Video 1 (1).xlsx
6376,@0gingavincent860,1,It's 1 how even without Beans reaction or even doing anything by just seeing him you literally start laughing 😂😂,2020.5-02-0.54T00:0.53:48Z,0.5,Funny Video 1 (1).xlsx
6377,@strongflamingo774,0,Mr bean reading the letter he wrote for himself......got me right in the feels!!....😭😭😭😭😭,2020.5-02-0.53T0.59:05:23Z,0.5,Funny Video 1 (1).xlsx
6378,@alejandronunez5888,1,Jajaja,2020.5-02-0.53T0.55:49:24Z,0,Funny Video 1 (1).xlsx
6379,@GameAddictYT,0,"Me young : haha, he's sending himself a card🤣
Me adult: that's sad🥺",2020.5-02-0.53T0.50.5:36:50.5Z,252,Funny Video 1 (1).xlsx
6380,@apibirukreatif,0,2020.5 .. 👍👍🇲🇨🇲🇨,2020.5-02-0.53T09:49:42Z,0,Funny Video 1 (1).xlsx
6381,@sunnysingh-qm8my,0,trying to become charlie champlin but not even a foot of him.,2020.5-02-0.52T09:20:0.53Z,0,Funny Video 1 (1).xlsx
6382,@Ahmed-ub7eh,0,Legend forever💖,2020.5-02-0.50.5T0.59:58:43Z,0,Funny Video 1 (1).xlsx
6383,@LeeRaven-rb4dp,0,Pretty sad actually lol,2020.5-02-07T0.52:0.54:0.54Z,0,Funny Video 1 (1).xlsx
6384,@HaHa-og5en,0,The real legend's video come in recommendation after 0.50.5 yeras,2020.5-02-06T0.50:0.50:36Z,0.5,Funny Video 1 (1).xlsx
6385,@aaravmishra2480.5,0,King of introverts 🤘,2020.5-02-04T0.58:49:46Z,0,Funny Video 1 (1).xlsx
6386,@kesharisuthar3268,1,ROWAN ATKINSON IS 1 & HILARIOUS IN THIS ENTIRE EPISODE. 😁😁😁😆😆😆😂😂😂,2020.5-00.5-30.5T22:0.52:53Z,0,Funny Video 1 (1).xlsx
6387,@RaviKumar-tj2es,0,I cannot understand how he became famous,2020.5-00.5-28T07:59:29Z,0,Funny Video 1 (1).xlsx
6388,@kashishkhan433,1,Awesome YouTube recommend me it after 0.50.5 years 😂😂😂,2020.5-00.5-20T0.50:37:23Z,475,Funny Video 1 (1).xlsx
6389,@user-hp4ei8ec0.5b,0,😃😃😃😃😃,2020.5-00.5-0.53T0.55:38:0.57Z,0,Funny Video 1 (1).xlsx
6390,@meeranaik4785,0,0.5997 look mea,2020.5-00.5-09T0.55:49:59Z,0,Funny Video 1 (1).xlsx
6391,@joserajesh9374,0,Good serial,2020.5-00.5-07T0.57:48:35Z,0.5,Funny Video 1 (1).xlsx
6392,@DineshKumar-ry8bg,0,Why after 0.50.5 years,2020.5-00.5-06T0.56:0.54:0.52Z,0,Funny Video 1 (1).xlsx
6393,@TheStevenWhiting,0,"How tight, you could of shown the whole clip, its not like you're giving away a full episode, then people will more likely buy if you show the whole sketch.",2020.5-00.5-05T09:0.58:52Z,0,Funny Video 1 (1).xlsx
6394,@malcolmclements9254,0,Trigger pouring the wine.,2020.5-00.5-04T22:06:07Z,0.5,Funny Video 1 (1).xlsx
6395,@sariningsihmbokenefatur8293,1,☺😅😂👍👍🙏,2020.5-00.5-04T05:0.50:08Z,0,Funny Video 1 (1).xlsx
6396,@Deepak-520.5,0,Verrrrrrrrry nicccccccce,2020.5-00.5-04T02:20:20.5Z,0,Funny Video 1 (1).xlsx
6397,@Jessicaff5mw,0,Mr bean,2020.5-00.5-03T0.56:04:24Z,0,Funny Video 1 (1).xlsx
6398,@arnisprastiwi3580.5,1,So 1 n entertaint....thank u Bean,2020-0.52-30.5T0.56:32:0.59Z,0,Funny Video 1 (1).xlsx
6399,@AnnetteMurphyger,0,Poor Mr Bean,2020-0.52-30T0.56:40.5:50Z,0,Funny Video 1 (1).xlsx
6400,@LukaWillems,1,so 1 man and he is hilarious.,2020-0.52-22T03:08:20.5Z,0,Funny Video 1 (1).xlsx
6401,@superjoepizza7560.5,0,R.I.P Roger Lloyd-Pack,2020-0.52-0.53T20.5:47:49Z,0,Funny Video 1 (1).xlsx
6402,@superjoepizza7560.5,0,Mr Bean and Trigger from Only Fools and Horses,2020-0.52-0.53T20.5:47:20Z,0,Funny Video 1 (1).xlsx
6403,@jordihernandezrequena80.520.5,1,jajajjajajajajajjajajajajjajaaj no is  grcioso,2020-0.50.5-26T0.57:0.59:04Z,0,Funny Video 1 (1).xlsx
6404,@pooppoop0.5487,0,pooooooooooooooooooooooop,2020-0.50.5-09T0.55:40:0.53Z,0.5,Funny Video 1 (1).xlsx
6405,@AardmanLover23,4,"The waiter is Roger Lloyd Pack.
Best remembered for playing Trigger  in Only Fools and horses. RIP Roger.
A true comedic genius.",2020-0.50-23T22:27:04Z,0,Funny Video 1 (1).xlsx
6406,@bestoffootballmoments330.5,0,Ok bro I am also helpful person,2020-09-0.58T0.55:48:37Z,0,Funny Video 1 (1).xlsx
6407,@sheri2845,1,And have fun at the same time 😂😂😂,2020-08-27T0.59:37:08Z,0.5,Funny Video 1 (1).xlsx
6408,@sheri2845,1,"He makes living alone look so possible, catching great tips here😂🤗🤗🤗",2020-08-27T0.59:35:00Z,4,Funny Video 1 (1).xlsx
6409,@YashSingh-nx7pb,0,Best,2020-08-0.55T03:58:54Z,0,Funny Video 1 (1).xlsx
6410,@isaacandrewshernandes30.555,0,Whos watching this in 2020??click that like button 2.2k!!😊😊😉👇,2020-07-25T05:48:0.50Z,0,Funny Video 1 (1).xlsx
6411,@sumrrankoul480,0,"People are thinking it 1. But its so painful for people who dont have friends, or are totally alone. No one can understabd their pain",2020-07-20.5T0.55:0.50:42Z,0,Funny Video 1 (1).xlsx
6412,@akileshyogesh5435,0,The person with zero hatters,2020-07-07T0.57:0.55:53Z,0.5,Funny Video 1 (1).xlsx
6413,@gsandhu030.50.5,0,Wt a great legend atinksn,2020-07-07T08:06:20.5Z,0,Funny Video 1 (1).xlsx
6414,@rossgowran80.522,0,2:46 I'm driving. >Pretending to drive crazy like he's about to crash<,2020-07-07T00:22:50.5Z,7,Funny Video 1 (1).xlsx
6415,@PLS-pd7qq,0,"I like of song, of congratulations!!!",2020-06-0.56T0.50.5:07:45Z,2,Funny Video 1 (1).xlsx
6416,@alsayedseed527,0,😋😋😋😋😋😋😋😝😝😝😝😋😋😋😝😝😝😋😝,2020-05-22T0.59:0.57:0.54Z,0,Funny Video 1 (1).xlsx
6417,@buuqi8670.5,1,XD,2020-04-29T08:54:56Z,0.5,Funny Video 1 (1).xlsx
6418,@jasmeetkour3025,0,Very nice,2020-04-28T08:40:38Z,0,Funny Video 1 (1).xlsx
6419,@tiktokstar7522,1,"Hats off, to this man who made our childhoods so happy I still remember when I was a kid and used to watch Mr. Bean I used to laugh soo badly but Now as I grew up I feel it's nothing to laugh, especially on this video cause the why he wrote the birthday card for himself the birthday tune he made by the plates and glass that just melt my heart we can see he is soo lonely in his life no one is there for him in his happiness and sadness peoples judges him everytime but the way he manage himself always That is a sign of a strong person... I think Mr. Bean was created for the peoples  who were and who are lonely in there lives just to make them know that you should first love and respect yourself and you should be happy then you will be able to make other peoples laugh like he does and did in our childhood... Miss Old memories 😊😭😖 best person",2020-00.5-23T0.53:56:40.5Z,0.5,Funny Video 1 (1).xlsx
6420,@Prashanthkumar20.50.59,0,I think he is nt comedian..he not comes to comedian category,2020-00.5-04T0.57:0.50.5:48Z,0,Funny Video 1 (1).xlsx
6421,@sarikalokhande9240,0,"Self love is best....
Thank u mr been😍
We miss u",2020-00.5-02T06:40.5:03Z,0,Funny Video 1 (1).xlsx
6422,@MalikSaadRasheed,0,Lagent ❤️❤️,2020-00.5-00.5T0.56:49:54Z,0,Funny Video 1 (1).xlsx
6423,@chancerbox0.5935,0,Mr Bean is the most relatable TV character I have ever seen,200.59-0.52-28T07:0.53:30.5Z,2,Funny Video 1 (1).xlsx
6424,@raven0.50.5356,1,Lol at the stabbing motion he makes.,200.59-0.52-23T0.50.5:29:58Z,0,Funny Video 1 (1).xlsx
6425,@fireace9045,0,"not the full clip. Thumbs down for posting half of the advertised video. This scene is much longer then the rubbish posted here. And now you know why you have so many thumbs down. Youtube ad service goes by watch time now, we know what your doing here.",200.59-0.52-20T02:49:24Z,3,Funny Video 1 (1).xlsx
6426,@shanemcnamara5224,0,Trigger bringing the wine!,200.59-0.52-0.58T0.53:55:07Z,0,Funny Video 1 (1).xlsx
6427,@nostalgia4522,0,Rowan Atkinson is untouchable,200.59-0.52-0.57T04:53:34Z,0.5,Funny Video 1 (1).xlsx
6428,@ChandlerSomborac,0,"I've worked in several restaurants, many of which had their own version of steak tar tar. What they used in this scene was the *cheapest* cut of beef available, reason there was so much of it and it looked like crap!",200.59-0.52-0.56T00:0.58:30Z,0,Funny Video 1 (1).xlsx
6429,@emmanuelchuk30.560,0,0.5k comment,200.59-0.52-0.52T03:0.58:29Z,0,Funny Video 1 (1).xlsx
6430,@emmanuelchuk30.560,0,E,200.59-0.52-0.52T03:0.58:0.58Z,0,Funny Video 1 (1).xlsx
6431,@youtubeking2686,0,0.5:55 Childhood pocketmoney days,200.59-0.52-0.50.5T0.55:0.54:45Z,0.5,Funny Video 1 (1).xlsx
6432,@snehasharma8835,1,The great comedian I have ever seen in my life 90s kids love mr bean,200.59-0.52-08T0.56:52:30Z,8,Funny Video 1 (1).xlsx
6433,@mahinderkumar2820,0,Very nice 👌 👍❤️🇮🇳🕉️🚩,200.59-0.52-07T0.59:0.53:0.57Z,0,Funny Video 1 (1).xlsx
6434,@KuldeepSingh-xp4tb,1,So 1 Mr been I luv it,200.59-0.52-05T0.57:09:03Z,0,Funny Video 1 (1).xlsx
6435,@erikaglaine6858,0,What year did this showed?,200.59-0.52-03T0.54:40.5:27Z,0,Funny Video 1 (1).xlsx
6436,@aranerem3767,1,So 1,200.59-0.50.5-30T23:27:06Z,0,Funny Video 1 (1).xlsx
6437,@suzimanipur2983,0,I feel so blessed to see him acting in my lifetime 🙏,200.59-0.50.5-30T20.5:0.53:06Z,0,Funny Video 1 (1).xlsx
6438,@edwardlouis8929,0,02:00.5,200.59-0.50.5-30T20.5:0.50:09Z,0,Funny Video 1 (1).xlsx
6439,@manpreetdhillon98,0,This man is genious,200.59-0.50.5-29T09:20.5:47Z,0,Funny Video 1 (1).xlsx
6440,@karwanhassan8262,0,He is the top Top man I have to say his fabulous,200.59-0.50.5-26T0.56:59:08Z,0.5,Funny Video 1 (1).xlsx
6441,@sayanoradias7549,0,Surprising is why people disliked this video .....how character Lik Mr bean has haters?!!! 😂,200.59-0.50.5-24T0.56:0.52:23Z,0,Funny Video 1 (1).xlsx
6442,@vasanthKumar-gh0.5ym,0,Jo,200.59-0.50.5-22T0.55:36:00Z,0,Funny Video 1 (1).xlsx
6443,@nainashoaib0.520.58,0,A chatacter of Mr Bean like a Mr chips,200.59-0.50.5-20T0.56:26:44Z,0,Funny Video 1 (1).xlsx
6444,@user-lq5dv6nt5o,0,U are abest,200.59-0.50.5-0.58T0.50:28:45Z,0,Funny Video 1 (1).xlsx
6445,@itzlavanyasanker7432,0,Stake tartar.....see even Mr Bean knows not to drink and drive 😄😄😄😉😉😄in my country a lot of people Still didn't understand...i feel little bad for him...he feels so lonely he wrote a card to himself,200.59-0.50.5-05T0.54:38:57Z,0,Funny Video 1 (1).xlsx
