dialog,act,emotion
"[|Did you enjoy the restaurant ? |
 | I didn't really like it all that much . |
 | What do you think the problem was ? |
 | Well , they are pretty new . I just didn't feel that they were ready to open yet . |
 | How did you feel about the food ? |
 | The food wasn't all that exciting . |
 | I don't think that the service was good , either . |
 | Yes , the service certainly didn't add to the experience . |
 | Would you like to return to this restaurant ? |
 | Maybe we could try it again in a few months when things have settled down . |]",[2 1 2 1 2 1 1 1 3 4],"[0,0,0,0,0,5,0,0,0,0]"
"[|Excuse me . Miss , what does the doctor say about me ? When can I be discharged ? |
 | The doctor has examined your current situation . Since you are recovering so well , you will be discharged tomorrow . |
 | Great , thanks . But how can I get discharged ? |
 | First please get the bill at the doctor's office , then pay it either with cash or by check . Even though you're discharged , you still need to take a rest at home . Don't hurry back to work until you have fully recovered . |
 | Yes , I will . Thanks for your care . |]",[2 1 2 3 4],"[0,0,0,0,4]"
"[|Bob , can I talk to you for a minute ? There have been some developments for the Stewart case that I really need to talk to you about . |
 | Yeah , what's the matter now ? We've had so much trouble with this case already . Don't tell me there's more bad news . |
 | Well , I'm afraid there is . I have some bad news for you about the results of the forensic tests ... there won't be any results . |
 | What ? What does that mean ? Why won't there be any results ? |
 | I hate to tell you this , but it seems that every shred of evidence that would help us to convict were destroyed in a laboratory fire . There's nothing left . I'm so sorry ... |
 | Oh , no , you can't be serious . I never expect anything like this would happened . What are we going to do ? |
 | There's nothing that can be done . Everything is gone . I wish I could tell you differently , but what has happened has happened . We will just have to figure out a way to move on . |]",[3 4 1 2 1 2 3],"[0,0,5,6,5,6,5]"
"[|That dog has white long hair . It ’ s lovely . |
 | She is my dog . I like her very much . | | What ’ s her name ? |
 | Her name is Fluffy . She is a sweet dog . |
 | My dog has spots . He is very strong . |
 | But I don ’ t like big strong dogs . |]",[1 1 2 1 1 1],"[4,0,0,0,0,0]"
"[|Thomas , would you be so kind as to lay the table for me ? I'm busy in the kitchen . |
 | Of course ! Where are the things ? | | They're all here . |
 | Right ! I'll do it straight away . |
 | Thanks a lot . I'm most grateful . |]",[3 2 1 4 1],"[0,4,0,4,4]"
"[|I will take the coat . Do you receive checks ? | | Yes , of course . |
 | Here you are . Please give me a receipt . |
 | Sorry , sir , you have to pay in the check-out counter . It's there . |
 | OK , please wrap it for me first . |]",[2 1 3 4 3],"[0,0,0,5,0]"
"[|Have you finished ? | | Yes , but dinner was excellent |
 | Would you like some of coffee ? | | No , thank you . Check please . |
 | Yes sir , one moment please . here is the check . |
 | Here is the two dollars , will you bring me the receipt ? |
 | Here is the change . | | Please keep the change . |
 | Thank you very much sir . |]",[2 1 2 3 4 3 4 3 4],"[0,4,0,4,0,0,0,0,4]"
"[|Excuse me . How much for a two liter bottle of Coke ? | | 87 cents . |
 | How come so cheap ? | | It ’ s on sale this week . |
 | I ’ ll take one . And here is a dollar . | | Here ’ s your change . |
 | Thank you very much . |]",[2 1 2 1 3 4 1],"[0,0,0,0,0,0,4]"
"[|To get around your difficulty , Mr . Brown , I'd suggest that you reduce your order by half . You can send in an Addi trional order later . |
 | Well , I'll consider the possibility . By the way , when do I open the L / C if I want the goods to be delivered in June ? |
 | A month before the time you want the goods to be delivered . |
 | Could you possibly effect shipment more promptly ? |
 | Getting the goods ready , making out the documents and booking the shipping space - - all this takes time , you know . You cannot expect us to make delivery in less than a month . |
 | Very well , Mrs.Wang . I'll not reduce my order . I'll take the full quantity you offer . And I'll arrange for the Letter of Credit to be opened in your favor as soon as I get home . |
 | When will that be ? |
 | Early next week . In the meantime , I should be very pleased if you would get everything ready . I hope that the goods can dispatched promptly after you get my Letter of Credit . |
 | You can rest assured of that . We'll book you order and inquire for the shipping space now , so that shipment can be effected within two or three weeks of receipt of your L / C . |
 | That'll be fine . I appreciate your cooperation . |
 | Very good . Well , thanks to your cooperation , our discussion has been very pleasant and fruitful . I sincerely hope that the volume of trade between us will be even greater in the future . |
 | By the way , Mrs . Wang , we have a mind to do joint participation with you on Japanese arts and crafts in our market . Would you entertain this proposal ? |
 | Well , this is something new . A few of our friends from Europe have also suggested that we participate in joint enterprise with them dealing in some of our goods . We think there are a lot of details to go into . |
 | If you feel our proposal is attractive , it is estimated that business to the extent of over twenty million marks can be done in this manner . |
 | Naturally , I appreciate your efforts in pushing the sale of Japanese arts and crafts . But I'm not in a position to discuss your proposal today . I must first talk to our director , and discuss it with you some other time . |
 | All right . Anyway , I'll be staying here for another two weeks . But I'm looking forward to having something done in this respect . |
 | We'll talk about it next time . Now that everything is settled , let's have a cup of tea , and take our minds off business for a change . |]",[3 2 1 3 4 1 2 3 4 1 3 3 4 1 3 4 3],"[0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4]"
"[|That'll be 12 dollars and 95 cents , please . |
 | Can you break a 100 dollar bill ? |
 | Oh , you don't have anything smaller ? |
 | No , I'm sorry . That's all I have . Unless you take a credit card . |
 | Oh , sure . Credit card is fine . |]",[3 3 2 3 4],"[0,0,0,0,4]"
"[|Hi , Mary , I have decided to look for a job as a salesman . |
 | Good ! Have you got the recruitment information on marketing ? |
 | Yes . I have found some through different channels . |
 | Really ? That's great ! Tell me . |
 | OK . The first piece of job information I got was from the Internet , and it is about selling medicines . |
 | What do you think of this job ? |
 | I am not familiar with the medicine industry , and I don't think it fits me well . |
 | Then how about the others ? |
 | Another is about electronic commerce , and its products are mainly large machinery equipments . |
 | I have heard about electronic commerce , and many people say it has good prospects for development . |
 | I also feel it's nice . I want to give it a try . |
 | Come on ! I believe you will succeed . |
 | Thanks . You can also seek job information on the Internet . |
 | Good idea . I will think it over . |]",[1 2 1 3 1 2 1 2 1 1 1 1 3 4],"[0,0,0,6,0,0,0,0,0,0,0,4,4,4]"
"[|Do you know how late it is ? |
 | My fault . I didn't realize what time it was . |
 | I hope you don't think that excuse lets you off the hook . |
 | Not really . I'm telling the truth . |
 | Haven't I asked you to call if you're going to be home late ? |
 | This is true , but it must've slipped my mind . |
 | Regardless , all you had to do was give a call . |
 | I know . I should've called . |
 | Come home late one more time , and you'll find your stuff outside . |
 | You want to throw me out over this ? |
 | That's right , maybe then you'll respect my rules . |
 | That's fine , because if I leave , then your rules won't matter . |]",[2 1 3 4 2 1 3 4 3 2 1 4],"[1,0,0,0,1,0,0,0,1,6,0,1]"
"[|You heard who won the election , didn ’ t you ? |
 | Yeah . I am so excited that Obama won . |
 | I ’ m so happy that he did . | | That man just made history . |
 | Did you vote for him ? | | I sure did ! What about you ? |
 | Of course I did ! |
 | I am still in shock to know that he was elected . | | I am , too ! |
 | I pray that he actually makes things better in this country . |
 | I ’ m sure that he will . | | I know he will , too . |]",[2 1 1 1 2 2 1 1 1 1 1 1],"[0,4,4,0,0,0,0,0,0,0,0,0]"
"[|May I help you ? Miss ! |
 | Yes . I'd like to look at lipstick and eye shadow . |
 | What color set do you prefer ? | | Well , brown . |
 | We have a beautiful selection of eye shadows this fall . Look at the colors . Aren't they beautiful ? |
 | But they're purple . I prefer a brown set . |
 | If you insist , I can show you the brown sets . I'll have to warn you that they're very ordinary , though . |
 | Well , I'm not so sure . Most of my make-up is brown . |
 | Why don't you wear purple eye shadow for a change ? We also have lipstick to go with it . |
 | Can I try it ? | | Sure . Are you wearing any make-up ? | | No . |
 | Have a seat , please . Now , here is the mirror . How do you like it ? |
 | Not bad . Actually , it makes me look younger . I like it . |
 | Try the lipstick as well . See , how fresh and charming you look . |
 | You're right . I'll take them all . |]",[2 1 2 1 2 1 1 1 2 3 2 1 2 1 3 4],"[0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4]"
"[|Look ! Allen has the mic ! | | I thought he only liked to listen ! |
 | That was before he heard Stanley sing ! I guess he couldn't stand it any more , so he decided to give it a try himself ! |
 | ( Sound of Allen singing ) Hey , Allen has a really good voice ! He sounds like Johnny Dean ! |
 | And he can move . too ! He dances like Ricky Martin ! |]",[3 4 1 1 1],"[6,0,6,4,4]"
"[|Sorry to bother you . But I ’ m having a small problem I thought you might be able to help me with . |
 | Sure Paula , shoot ! |
 | Well , it is about Ms . Connors , the landlord of our rented house . |
 | Yeah , What happened ? |
 | The dishwasher broke down . I had the repair done and deducted the cost from the rent check . |
 | And so ... |
 | She is threatening to evict us for not paying the full rent . |
 | Hold on , Paula . It does sound pretty serious . But I ’ m sure you can work this out . |
 | Well , you are over at the law school . So I wondered if you would mind coming with me when we talk to Ms . Connors . We ’ re supposed to meet with her tomorrow night at eight . |
 | Sure , I ’ d be glad to help you straighten things out . Why don ’ t I stop by at about seven thirty ? |
 | Thanks a million , you are a lifesaver . |]",[3 4 1 2 1 1 3 4 3 3 4],"[5,0,0,0,0,0,0,0,0,4,4]"
"[|Oh , no . We ’ re going to be late for the meeting . |
 | No . We ’ ll get a cab . It ’ s faster than taking the bus or the subway . |
 | Oh , good . | | How much will it cost ? |
 | Well , cabs are more expensive than the bus or the subway . It ’ ll probably cost around six dollars . |
 | Taxi ! ! ! |
 | I can ’ t find the business card . Do you know the address ? |
 | Yeah . I met with them back in March , remember ? | | Right . |
 | Driver , 1600 Pennsylvania Ave . , please . |]",[1 1 1 2 1 3 2 2 1 3],"[0,0,4,0,0,0,0,0,0,0]"
"[|I am sorry to tell you that you failed in the job interview in our company . |
 | It is tough to accept it , I mean . But can you tell me why ? |
 | It is hard to tell . Maybe it is because you're not resourceful enough to be a manager . |
 | I get it , and thank you for your honesty . |]",[1 3 1 1],"[0,4,0,0]"
"[|Wake up , it's time for school . |
 | I'm so tired . Let me sleep for five more minutes . |
 | You have to get up and get ready for school . |
 | I know , but just five more minutes . |
 | I can't let you go back to sleep , because you won't wake back up . |
 | I promise I'll wake up , in five minutes . |
 | You still need to eat breakfast , take a shower , and get dressed . |
 | I realize that , and I can do all that when I wake up in five minutes . |
 | I don't want you to be late for school today . |
 | I'm not going to be late today . | | Fine , five more minutes . |
 | Thank you . |]",[3 4 3 4 3 4 3 4 3 4 3 4],"[0,0,0,0,0,0,0,0,0,0,0,4]"
"[|Ah ! No ! Damn it ! | | It's a blackout . Now I can't see Seinfeld . |
 | So what ? I just lost one hour's worth of work . |
 | Really ? How could you do that ? Don't you save every couple minutes ? |
 | No , I didn't save this time.Damn it ! And I'm sick of writing this paper . Now I have to write it all over again too . |
 | I've had that problem too many times . So I learned to save.When I'm writing something , I save every three sentences or so . I don't want to lose anything . |
 | I hate computers . Sometimes I think they cause more trouble than they're worth . |
 | What are we going to do now ? |
 | I don't know . I feel like going out . |
 | I wonder how much of the city is down . |
 | It doesn't matter . I still can go out and buy a beer . |
 | Maybe . But if there's a blackout , probably the pubs are closed.And besides , I know you have a political science exam tomorrow . I thought you had a lot of reading to do . |
 | Yes , that's true . Damn ! I just lost half my paper , and now I can't even do my homework.This is a bad time for this to happen . |
 | I have a flashlight in my closet . If you want to use that to read , you can . |
 | Thanks . I think I will try . Where are you going ? |
 | I like your idea of getting a beer . I think I'll go out myself . |
 | Maybe we can trade.Why don't you stay here and read for my exam , and I'll go drink beer ? |
 | No , it just won't work.If I read for your exam , you won't know the answers tomorrow . I will . |
 | So ? You can go to the class for me.Just write my name on the exam book and take the exam . Why not ? |
 | How many students are in the class ? | | About fourteen . |
 | So it won't work , old buddy . They'll see that I'm not you . Sorry . |
 | Damn ! |]",[1 1 2 2 1 1 1 2 1 2 1 3 4 3 2 1 3 4 2 2 1 1 1],"[1,0,0,6,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1]"
"[|This is exciting ! Thank you so much ! |
 | My pleasure . Release the parking brake , and we're almost ready to go . |
 | Boy oh , boy ! This is so cool . Let's rock and roll ! |
 | OK . Relax . This car is an automatic , so you don't have to worry about a clutch . |
 | Which one of these is the gas pedal ? |]",[1 3 3 4 2],"[4,4,4,0,0]"
"[|Is there anything I could help you with , sir ? |
 | Yes , could you show me to your coat section ? |
 | This way , please . |
 | Oh , These are exactly what I ’ m looking for . |
 | These are French coats , sir.They are quite fashionable these days . |
 | I'd like to try them on for size . | | How does that fit , sir ? |
 | This seems to be my size . | | It looks good on you . |
 | Do you really think so ? | | I'd get it myself if I could . |
 | Alright , I'll get it . |]",[2 3 4 1 1 3 2 1 1 2 1 1],"[0,0,0,4,0,0,0,4,4,0,0,4]"
"[|Oh honey , I tell you good news . The apartment I looked at today was pretty decent , around 120 square meters . |
 | Great . What about the surrounding area ? |
 | Very quiet and safe . And it ’ s got a lot of trees and plants . |
 | That ’ s good . Is the location easily accessible ? |
 | Yep , it ’ s near a bus stop . |
 | Hmm . . . well , maybe we can buy this one then . |]",[1 2 1 2 1 1],"[4,0,4,4,0,0]"
"[|Do you play cards ? | | Of course and very well . |
 | What's the English for Hongtao , Leitao , Meihua and Fangpian ? |
 | Oh , very easy . They are heart , spade , club and diamond . |]",[2 1 2 1],"[0,4,0,4]"
"[|Is this the Central Park to East Market bus ? |
 | This is the East Market to Central Park bus . Where do you want to go ? |
 | To the Municipal Government Hall . |
 | Take the same number bus going in the other direction . There's a stop right across the street . |
 | Thank you . |]",[2 2 1 1 1],"[0,0,0,0,4]"
"[|I'd like to return this radio . | | Okay . Do you have your receipt ? |
 | I lost it . | | I am sorry , but you need a receipt for a refund . |
 | But I purchased it yesterday . |
 | Perhaps you would like to talk to customer service . |
 | Well , that's a start , I guess . | | They're right upstairs . |
 | That sounds good . I'll take the escalator . |
 | Good luck . I hope someone can help you . |]",[3 2 1 4 1 3 4 1 1 1],"[0,0,0,5,0,0,0,0,4,4]"
"[|May I come in ? | | Come in , please . |
 | I'm sorry to trouble you , but I'd like to ask when I will get a raise . |
 | In 3 months or so . | | You said the same thing three months ago . |
 | Did I ? Well , anyway , you will get your raise when the economy starts picking up . |
 | You mean that I won't get a raise until the recession ends ? |
 | Yes . | | I got the message . I'm quiting . |
 | Nah , don't be so fast . We like your work here , but this company is on hard times and I can't be handing out raises for anyone . |
 | I've been here for 3 years , and I haven't had a raise in all that time . If you like my work , it should be reflected in my pay , and I feel it isn't . |
 | I hear what you're saying , and I wish there were something I could do . |
 | Very well , consider me gone . |]",[3 4 2 1 1 3 2 1 3 1 1 1 1],"[0,0,0,0,1,6,2,0,0,0,0,0,0]"
"[|So can you fix it ? |
 | I ’ m sorry sir . This computer is not broken or damaged . It ’ s simply just too old ! That ’ s why your programs and applications are running slow . There really isn ’ t much I can do . |
 | What do you mean ? I bought this computer just three years ago ! |
 | Yes , but technology is ever changing and technology is becoming obsolete faster and faster ! |
 | OK , I know where this is going . How much will it cost me to get a new computer ? |
 | Well , this desktop over here is our latest model . It has a four gigahertz processor with sixteen gigabytes in RAM and a hard disk with one terabyte . Of course , it includes a mouse , keyboard and desk speakers . |
 | I have no idea what you are talking about . I just want to know if it ’ s good and if I will be able to play solitaire without the computer crashing or freezing all the time ! |
 | This PC is top of the line and I guarantee it will never freeze ! If it does , we ’ ll give you your money back ! |]",[2 1 2 1 2 1 2 1],"[0,5,6,0,0,0,0,1]"
"[|It's an ugly day today . | | I know . I think it may rain . |
 | It's the middle of summer , it shouldn't rain today . |
 | That would be weird . |
 | Yeah , especially since it's ninety degrees outside . |
 | I know , it would be horrible if it rained and it was hot outside . |
 | Yes , it would be . | | I really wish it wasn't so hot every day . |
 | Me too . I can't wait until winter . |
 | I like winter too , but sometimes it gets too cold . |
 | I'd rather be cold than hot . | | Me too . |]",[1 1 1 1 1 1 1 1 1 1 1 1],"[5,0,0,0,0,0,0,0,0,0,0,0]"
"[|Tomorrow I will be the new owner of all dad's assets . |
 | It still feels really strange to me . |
 | I know . I miss him terribly . |
 | How does it feel to be in charge of so much money ? |
 | I thought I would feel like I was in the lap of Luxury . |
 | I guess you could choose that if you wanted . |
 | No , I think I will run things much the same way that Dad did . |
 | Dad really knew what he was doing when he chose you to take over for him when he was gone ! |]",[1 1 1 2 1 1 1 1],"[0,0,0,0,0,0,0,4]"
"[|Excuse me , sir , this is the express check-out lane for people that have fifteen items or fewer . It looks like you have more than fifteen items there . |
 | Oh , come on ! I have sixteen items ! Cut me some slack , will ya ? |
 | Fine ! Please place your items on the belt and push your shopping cart through . Do you prefer paper or plastic ? |
 | Plastic . I also have a couple of coupons . |
 | No problem , I ’ ll take those . Sir , these coupons expired yesterday . |
 | Darn ! Oh , well . I guess it ’ s just not my day . Thanks anyway . |
 | Do you have a club card or will it be cash ? |
 | Yeah I got a club card . Here you go . |
 | Will this be debit or credit ? |
 | Debit please . Also , could I get cash back ? Fifty dollars would be great . |
 | Yeah , sure . Your total is seventy-eight dollars and thirty-three cents . Here is your receipt . Have a nice day . |]",[1 3 2 1 1 1 2 1 2 3 4],"[0,0,0,0,0,1,0,0,0,0,4]"
"[|can you give me a hand with some things in the kitchen ? I don ’ t think I can finish everything in time . |
 | ok , what do you want me to do ? |
 | first of all , I need you to do the drying up . I ’ m almost finished the washing up . I ’ m going to clean the cooker when I finish . |
 | ok . I ’ ll put the plates and cutlery away as I dry them . Where is the tea towel ? Oh , here it is . |
 | we ’ ll have this finished in no time with two if us working on it . |
 | while you ’ re cleaning the cooker , I ’ ll wipe the worktop . That was a great meat , by the way . |
 | actually , it was just some leftovers from yesterday . I made far too much food to eat alone . I am glad you could come over to help me finish it . |
 | my pleasure ! This tea towel ’ s a little ragged . Do you have another one ? |
 | yes . Look in that drawer . I should throw the old one out . |
 | keep it and use it as rag . You can clean your bicycle with it . |]",[3 2 3 4 3 4 1 2 3 4],"[0,0,0,0,0,0,4,4,0,0]"
"[|I ’ d like to buy these shoes . |
 | O . K . Let me see . That will be $ 104.99 . |
 | The price tag says $ 99.99 . |
 | Yes , miss , but there is a five percent sales tax in Maryland . |
 | Oh , of course . How silly of me to forget . |
 | No problem . How would you like to pay for these ? |
 | I think I have the cash . Let me check . Yes , here you are . |
 | $ 110.00 , your change is $ 5.01 . Thanks very much . | | Thank you . |]",[3 4 2 1 1 2 3 4 1],"[0,0,6,0,6,4,0,4,4]"
"[|We're on the same team here , Elvin . I'm being nice because we need to get along together . |
 | I know you , Zina . You're only nice when you want something . |
 | If we want to beat WebTracker , we're going to have to work hand in hand . |
 | To be honest , I'm starting to wonder if it's worth it . |
 | You'd rather lose to WebTracker than do things my way ? |
 | You said it , not me . |]",[1 1 3 4 3 4],"[0,2,0,0,0,0]"
"[|Steven , I am ready for breakfast . |
 | OK . But where is my favorite coffee ? |
 | It's in that pan there . Your boy Dean broke the silex yesterday , so I have to boil it in the pan . |
 | It tastes like crankcase oil , but delicious . |
 | That's good . You can make breakfast yourself if you don't like it . |
 | What is there besides coffee ? |
 | I warmed a couple of snails , and your eggs are in the frying pan . |
 | Oh , my God . It's nearly eight , I have no time to have breakfast now . My watch says seven fifty . |
 | Don't worry . It's only ten to seven . You must have forgotten to set your watch back . |
 | Yes , it was . The clock on the wall says eight to seven . |
 | Yeah . Keep on eating your breakfast . You can catch the early bus . |
 | Gee . I could have slept another hour . |]",[1 2 1 1 1 2 1 1 1 1 1 1],"[0,0,0,4,4,0,0,0,0,0,0,0]"
"[|Wow , you ’ re up early today ! What ’ s for breakfast ? |
 | Well , I felt like baking , so I made some muffins . |
 | Smells good ! I ’ ll make some coffee . Do you want me to make you some eggs ? |
 | Sure , I'll take mine , sunny side up . |
 | Www , I don ’ t know how you can eat your eggs like that ! Ever since I was small , I ’ Ve had eggs and soldiers . |
 | You know , my dad had scrambled eggs every morning for twenty years . It drove my mom crazy ! |
 | You know what really drives me crazy ? When I ask for soft boiled eggs , and they overcook them , so they come out hard boiled ! How can you dip your toast into a hard boiled egg ? |
 | You ’ re so picky sometimes . | | Here you go , honey , fried eggs . |
 | I said sunny side up ! How many times do I have to tell you . |]",[2 1 2 1 1 1 2 1 3 4],"[6,0,4,4,4,4,0,0,0,1]"
"[|Take me to this address , please . | | Yes , Ma'am . Here we are . |
 | How much do I owe you , sir ? | | 30 dollars , Ma'am . |
 | Are you kidding ? The meter says 15 dollars , doesn't it ? |
 | Yes , but we need some extra charge and some tip too . |
 | I don't get it . I'll go and have our doorman talk to you then . |
 | Ok , Ma'am . Calm down , 15 dollars will do . |]",[3 4 2 1 2 1 3 4],"[0,0,0,0,6,0,0,0]"
"[|Pardon me . I need an old music box . |
 | Exactly how old a box do you want ? |
 | Actually , I was thinking about something from the 1920s . |
 | We still have six left . |
 | Do any of the boxes have dancing figures ? |
 | Dancing figures are quite popular . Two of the boxes have them . |
 | I love the dancing figures . I'll take this music box . |
 | Yes , I think you'll be very satisfied with that one . |
 | I was wondering , does this come with any kind of warranty ? |
 | No . But if something goes wrong with it , I know someone who repairs these things . |
 | I was just hoping . |
 | It's amazing that these things still work as well as they do . |]",[3 2 1 1 2 1 3 4 2 1 1 1],"[0,0,0,0,0,0,4,4,0,0,0,0]"
"[|Everything is OK now , doctor . |
 | That was quick work . Let me have a look at it . Yeah , everything looks fine now . Thank you very much . |
 | You are welcome , doctor . | | How much do I owe you ? |
 | The total is 87 dollars . Here is the bill . |
 | Really ? You worked here for just half an hour . I consider the price very high . |]",[1 1 1 2 1 1],"[0,4,0,0,0,6]"
"[|Is this the front desk ? | | Yes , sir . What can I do for you ? |
 | This is Room 705 . The air conditioner in my room doesn't work . |
 | I'll have that taken care of immediately . |
 | And may I have two more towels , please ? |
 | No problem . We'll bring you the towels in just a minute . |
 | Thanks . |]",[2 2 3 4 3 4 1],"[0,0,0,0,0,0,4]"
"[|I've been waiting here in the conference room for ten minutes already . What time does our meeting start ? Where is everyone anyway ? |
 | Didn't you hear about that ? Our meeting was proponed until Friday . |
 | What ? The meeting was proponed ? No one told me anything about it . |
 | Didn't you get the memo ? |
 | What memo ? There haven't been any memos this whole week . I check my unbox every day , and I haven't seen anything . |
 | The memo went out three days ago . It should have made it to your in-box , but maybe it got lost in all the clutter on your desk . |
 | You know how things get piled up on my desk when I am busy — I know that sometimes I do misplace things , but I always read all the memos that go around . They go directly to my in-box . Are you sure it was sent to the whole office ? |
 | It should have gone around to everybody . They also posted a copy of the memo in the break-room . Don't you ever look at the messages posted on the bulletin board ? |
 | I'm usually too busy to take a bunch of coffee breaks and gossip by the water cooler . Anyway , I am sure the memo never got to my in-box . I'll have to talk to our secretary about it . |
 | That's right . You never know what you're missing out if you don't read the memos . |]",[2 3 2 2 1 1 1 2 3 3],"[0,0,6,0,0,0,0,0,0,0]"
"[|Can you show me how to use chopsticks ? | | With pleasure . |
 | Oh , it is not easy to learn ! | | I think you are a quick learner . |
 | Well , I don't think I can manage with it . |
 | In that case , shall I ask the waiter to bring you a knife and fork ? |
 | That's good , thank you . |]",[3 4 1 1 1 3 4],"[0,4,0,0,0,0,4]"
"[|I would love to rent out your apartment . | | That ’ s great . |
 | How much is the rent ? | | The rent each month is $ 1050 . |
 | That ’ s a lot of money . | | Did you have a better price in mind ? |
 | What about $ 800 ? | | That ’ s way too low . |
 | I can ’ t pay much more than that . | | How about $ 900 a month ? |
 | That would be fine . |
 | Great . It was a pleasure doing business with you . |]",[3 4 2 1 1 2 3 4 1 3 4 1],"[0,4,0,0,0,0,0,0,0,0,4,4]"
"[|I'm hungry . Let's go to the snack bar . |
 | ok , what unusual food do you want to try ? |
 | I am going to try Gado Gado . | | what's that ? |
 | it's a kind of rice ball that is made in Malaysia . What about you ? |
 | I don't know . I don't know what most of this food is ! |
 | do you want noodles , vegetables , rice , meat , seafood , beans , or dessert ? |
 | I'd like to have some vegetables first . |
 | have you ever tried tempura ? | | no , what is it ? |
 | it's deep fried vegetables , which is commonly eaten in Japan . |
 | what do you use to eat it ? |
 | most people eat tempura with chopsticks , but you can use a fork if you don't know how to use chopsticks . |
 | that sounds great . Do you know if there are any vegetable dishes that are spicy ? |
 | let me think . You could get an Indian or Thai vegetable curry , or you could get some Kimchi . |
 | I'll try all of those . How do you know so much about International food ? |
 | I used to buy lunch every day from the International food stall at school . Every day was an adventure ! |]",[3 2 1 2 2 1 2 1 2 2 1 2 1 2 1 2 1],"[0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,4]"
"[|Would you like to see our new shirts ? |
 | Sorry , but I'm not really that interested in those things . |
 | Well , they are very nice you know . | | Really ? |
 | And not expensive either . | | Oh , I don't care about that . |
 | Everybody is buying them . | | Are they ? |
 | Yes , they are very fashionable , you see . |
 | I am afraid I am not interested in fashion . | | I see . |
 | But thank you very much all the same . |
 | Sorry I couldn't help you . |]",[3 4 1 2 1 1 1 2 1 1 1 1 1],"[0,5,0,0,0,0,0,0,0,5,0,0,5]"
"[|Going to the gym tonight , Mary ? |
 | Yes , Sally . I want to do some sit-ups and perhaps get in a game of singsong . |
 | That sounds like fun.Would you mind some company ? |
 | I'd love it.Working out is more fun with a friend . |
 | I'll get my things and meet you there . |
 | Good.If you happen to see Jim and Bob on the way see if they would like a game of singsong . |]",[2 1 2 1 3 4],"[0,0,0,4,0,4]"
"[|How nice these frames are ! |
 | Yes , they are the latest designs . Would you like to try them on ? |
 | I want to try on this pair . | | The oval shape one ? |
 | That's right . | | I think it suits you well . |
 | I agree , but I like wire frames . |
 | How about this ? They're the same shape . |]",[1 3 4 2 1 1 1 3],"[4,0,0,0,0,0,0,0]"
"[|How much is the fare ? | | Three yuan . |
 | Could you tell me how to use it ? |
 | You put it in the slot at the turnstile and then push the turnstile to get into the platform . |
 | Oh , I see . By the way , how can I get out of the platform after I get off the train ? |
 | That's very easy . The exit is always open . |
 | Thank you for your help . | | My pleasure . |]",[2 1 3 4 2 1 1 1],"[0,0,0,0,0,0,4,4]"
"[|You look kind of green . |
 | I don ’ t feel so good . I am feeling sick to my stomach . |
 | Have you had anything to eat lately ? |
 | I had fried shrimp and clams for lunch . |
 | Perhaps the food was bad . |
 | Perhaps , but I haven ’ t felt well for a few days now . |
 | Has anything been upsetting you lately ? |
 | My stress level is pretty much what is usually is . |
 | Do you think that maybe you are getting the flu ? |
 | It seems to me like I may have caught a bug . |]",[1 1 2 1 1 1 2 1 3 1],"[0,0,0,0,0,5,0,5,0,5]"
"[|Hello ! nice to see you here at the finest centre again . What exercises are you going to do today ? |
 | I'm going to do some jogging on the treadmill . Then I think I'll do some work with the dumbbless . |
 | Good idea . I'd suggest you do some crunches too . Thery're great for getting in shape . Make sure you do them correctly . |
 | Ok . I will . Could you help me with the treadmill ? I found it difficult to get the setting right last time . |
 | Sure . Is today only you second visit ? |
 | Yes , it is . I'll be coming here regularly . I think I need regular exercise to get in shape and then to stay in shape . |
 | The treadmill is excellent for helping you to build up stamina . Each time you use it , increase this distance . don't worry about your speed at first . You can increase that later . |
 | I was told that the first time I came heer . I was told not to put too much pressure on my body at first . I need to build up slowly . |
 | That's right . You don't want to injure yourself by exercising too much or in the wrong way . Now , this is how you make the settings for the treadmill ... |]",[2 1 3 3 2 1 3 4 1],"[0,0,2,0,0,0,0,0,0]"
"[|Do you like reading magazines ? | | No , I don't . | | Why ? |
 | Because I think it's boring | | No , you can learn a lot from them . |
 | Learn a lot ? Really ? |
 | Absolutely . And it's a good way to kill time during the tour . |
 | Do you have magazines now ? | | Yes , I do . |
 | Can you lend me one ? | | Sure . Here you are . |]",[2 1 2 1 1 2 1 2 1 3 4],"[0,0,0,0,0,0,0,0,0,0,4]"
"[|Can you put me through to Mr . Lining ? |
 | Yes , speaking . Can I help you ? |
 | I am calling to let you know that you are selected to fill the position of Project Manager . |
 | I am happy to hear that and I'll accept that . |
 | By the way , are you married ? | | No , I am single . |]",[3 2 3 4 2 1],"[0,0,0,0,0,5]"
